Entity,Code,Year,Period life expectancy at birth,GDP per capita,900793-annotations,Population (historical)
Guyana,GUY,1959,57.0058,,,553015
Guyana,GUY,1960,57.5097,,,569108
Guyana,GUY,1970,59.9608,,,702653
Guyana,GUY,1980,60.8079,,,774320
Guyana,GUY,1990,62.2538,,,749835
Guyana,GUY,2000,64.0748,,,764792
Guyana,GUY,2010,66.2043,,,749211
Guyana,GUY,2019,69.0673,,,807624
Guyana,GUY,2020,67.751,,,807442
Guyana,GUY,2023,70.1802,,,826310
Guyana,GUY,1800,,,,166034
Guyana,GUY,1850,,,,127122
Guyana,GUY,1900,,,,297513
Guyana,GUY,1910,,,,296177
Guyana,GUY,1918,,,,295134
Guyana,GUY,1920,,,,295538
Guyana,GUY,1940,,,,339001
Haiti,HTI,1950,37.2445,1790,,3265671
Haiti,HTI,1958,42.6207,1855,,3722666
Haiti,HTI,1959,43.0225,1734,,3789641
Haiti,HTI,1960,43.44,1809,,3858401
Haiti,HTI,1970,47.2647,1567,,4635080
Haiti,HTI,1980,49.9714,2063,,5614452
Haiti,HTI,1990,53.2154,1602,,6854395
Haiti,HTI,2000,58.1749,1520.7292,,8303101
Haiti,HTI,2010,45.5768,1556.5504,,9803247
Haiti,HTI,2019,64.3281,1719.4462,,11105119
Haiti,HTI,2020,63.773,1641.7617,,11243804
Haiti,HTI,2023,64.9356,,,11637352
Haiti,HTI,1800,,,,500000
Haiti,HTI,1850,,,,938934
Haiti,HTI,1900,,,,1616961
Haiti,HTI,1910,,,,1883502
Haiti,HTI,1918,,,,2149686
Haiti,HTI,1920,,,,2215834
Haiti,HTI,1930,,,,2530442
Haiti,HTI,1940,,,,2873280
High-and-upper-middle-income countries,,1950,51.0194,,,
High-and-upper-middle-income countries,,1958,56.4208,,,
High-and-upper-middle-income countries,,1959,52.5472,,,
High-and-upper-middle-income countries,,1960,49.4252,,,
High-and-upper-middle-income countries,,1970,61.8008,,,
High-and-upper-middle-income countries,,1980,66.6112,,,
High-and-upper-middle-income countries,,1990,69.9377,,,
High-and-upper-middle-income countries,,2000,72.6457,,,
High-and-upper-middle-income countries,,2010,75.5915,,,
High-and-upper-middle-income countries,,2019,77.6459,,,
High-and-upper-middle-income countries,,2020,76.7982,,,
High-and-upper-middle-income countries,,2023,77.7818,,,
High-income countries,,1950,61.8331,,,803673053
High-income countries,,1958,67.5868,,,887586907
High-income countries,,1959,67.8832,,,899072150
High-income countries,,1960,68.1063,,,910575232
High-income countries,,1970,70.3536,,,1016193301
High-income countries,,1980,73.0014,,,1106626589
High-income countries,,1990,75.2925,,,1187952068
High-income countries,,2000,77.6121,,,1253933576
High-income countries,,2010,79.9318,,,1331182042
High-income countries,,2019,81.0956,,,1400142343
High-income countries,,2020,80.1788,,,1403646556
High-income countries,,2023,81.4353,,,1416790254
High-income countries,,1800,,,,225090720
High-income countries,,1850,,,,329708679
High-income countries,,1900,,,,521297577
High-income countries,,1910,,,,578602120
High-income countries,,1918,,,,606830962
High-income countries,,1920,,,,615483872
High-income countries,,1930,,,,678453794
High-income countries,,1940,,,,736422626
Honduras,HND,1920,29,1957,,785083
Honduras,HND,1930,34,2402,,1022849
Honduras,HND,1940,36,1782,,1246523
Honduras,HND,1950,41.0494,2018,,1558893
Honduras,HND,1958,45.6269,2106,,1948106
Honduras,HND,1959,46.3792,2090,,2004275
Honduras,HND,1960,47.1491,2147,,2062016
Honduras,HND,1970,54.3603,2391,,2750674
Honduras,HND,1980,60.3876,3282,,3727126
Honduras,HND,1990,65.1825,2960,,4980446
Honduras,HND,2000,68.3018,3335.7153,,6577728
Honduras,HND,2010,69.7697,4305.892,,8365834
Honduras,HND,2019,72.1238,5099.8145,,9943585
Honduras,HND,2020,70.864,4567.8857,,10119590
Honduras,HND,2023,72.8842,,,10644802
Honduras,HND,1800,,,,130000
Honduras,HND,1850,,,,345020
Honduras,HND,1900,,,,530342
Honduras,HND,1910,,,,662011
Honduras,HND,1918,,,,755782
Hong Kong,HKG,1950,57.818,4082,,1978296
Hong Kong,HKG,1958,64.6911,4799,,2845448
Hong Kong,HKG,1959,65.3924,4957,,2974498
Hong Kong,HKG,1960,66.1466,5088,,3094807
Hong Kong,HKG,1970,71.2703,9250,,3739867
Hong Kong,HKG,1980,74.2474,17086,,4962439
Hong Kong,HKG,1990,77.4481,27960,,5560560
Hong Kong,HKG,2000,80.7045,32894.01,,6704622
Hong Kong,HKG,2010,82.8592,43170.55,,7101558
Hong Kong,HKG,2019,85.2632,49631.062,,7485770
Hong Kong,HKG,2020,84.7073,46550.258,,7490198
Hong Kong,HKG,2023,85.5106,,,7442686
Hong Kong,HKG,1800,,,,20000
Hong Kong,HKG,1850,,,,38893
Hong Kong,HKG,1900,,,,310869
Hong Kong,HKG,1910,,,,445944
Hong Kong,HKG,1918,,,,604914
Hong Kong,HKG,1920,,,,639683
Hong Kong,HKG,1930,,,,825680
Hong Kong,HKG,1940,,,,1746891
Hungary,HUN,1900,37.336,2681,,7106097
Hungary,HUN,1910,39.758,3188,,7604701
Hungary,HUN,1920,42.055,2724,,7942153
Hungary,HUN,1930,50.213,3832,,8610564
Hungary,HUN,1950,62.1384,3953,,9337826
Hungary,HUN,1958,67.4366,5367,,9880626
Hungary,HUN,1959,67.3261,5553,,9936799
Hungary,HUN,1960,68.0871,5816,,9983335
Hungary,HUN,1970,69.2187,8015,,10315086
Hungary,HUN,1980,69.0886,10052,,10695321
Hungary,HUN,1990,69.3718,10296,,10381231
Hungary,HUN,2000,71.7581,13129.273,,10190548
Hungary,HUN,2010,74.5189,20036.334,,9979076
Hungary,HUN,2019,76.4546,27272.312,,9770300
Hungary,HUN,2020,75.7302,26091.4,,9749421
Hungary,HUN,2023,77.024,,,9686418
Hungary,HUN,1940,,4186,,9216204
Hungary,HUN,1800,,,,3250000
Hungary,HUN,1850,,,,5159819
Hungary,HUN,1918,,,,7858603
Iceland,ISL,1850,36.74,,,59333
Iceland,ISL,1900,46.59,2289.4734,,77854
Iceland,ISL,1910,52.64,2920.3022,,87565
Iceland,ISL,1918,51.07,2496.7,,95464
Iceland,ISL,1920,54.63,2450.5056,,97534
Iceland,ISL,1930,60.18,4337.2075,,108477
Iceland,ISL,1940,65.77,5235.019,,120892
Iceland,ISL,1950,71.0302,8498,,142629
Iceland,ISL,1958,73.3493,10568,,168437
Iceland,ISL,1959,72.624,10702,,171964
Iceland,ISL,1960,74.0493,10959,,175524
Iceland,ISL,1970,73.7797,14830,,204439
Iceland,ISL,1980,76.5969,24528,,228100
Iceland,ISL,1990,77.7406,28760,,254791
Iceland,ISL,2000,79.5485,33108.29,,281254
Iceland,ISL,2010,81.5939,36272.688,,318102
Iceland,ISL,2019,82.8474,43136.605,,360652
Iceland,ISL,2020,82.7113,39368.4,,366571
Iceland,ISL,2023,82.6911,,,387522
Iceland,ISL,1800,,,,61428
India,IND,1950,41.1815,987,,346278765
India,IND,1958,44.7776,1141,,415777393
India,IND,1959,45.2602,1143,,425780636
India,IND,1960,45.6104,1200,,435990289
India,IND,1970,48.5852,1384,,545864222
India,IND,1980,53.5928,1495,,687353977
India,IND,1990,58.6184,2087,,864972170
India,IND,2000,62.7492,2753.0854,,1057922676
India,IND,2010,67.1616,4525.7456,,1243481513
India,IND,2019,70.7463,7293.9897,,1389030252
India,IND,2020,70.1563,6730.547,,1402617645
India,IND,2023,72.0026,,,1438069540
India,IND,1850,,947,,235732435
India,IND,1900,,955,,280714154
India,IND,1910,,1111,,295496971
India,IND,1918,,968,,298421342
India,IND,1920,,1012,,300639878
India,IND,1930,,1157,,330163509
India,IND,1940,,1093,,373766276
India,IND,1800,,,,200733034
Indonesia,IDN,1950,40.2067,1280,,68798981
Indonesia,IDN,1958,45.418,1530,,83592706
Indonesia,IDN,1959,46.1998,1570,,85892821
Indonesia,IDN,1960,46.8349,1613,,88296023
Indonesia,IDN,1970,53.2543,1882,,115657438
Indonesia,IDN,1980,58.7009,2981,,148950491
Indonesia,IDN,1990,63.2486,4007,,183501051
Indonesia,IDN,2000,66.2919,5384.3867,,216077748
Indonesia,IDN,2010,68.3642,8386.434,,246305285
Indonesia,IDN,2019,70.3491,12250.278,,272489333
Indonesia,IDN,2020,68.8173,11895.075,,274814825
Indonesia,IDN,2023,71.1457,,,281190021
Indonesia,IDN,1850,,724,,21979198
Indonesia,IDN,1900,,1151,,38179623
Indonesia,IDN,1910,,1264,,42820498
Indonesia,IDN,1918,,1358,,46225903
Indonesia,IDN,1920,,1409,,47304303
Indonesia,IDN,1930,,1704,,53422386
Indonesia,IDN,1940,,1766,,61843190
Indonesia,IDN,1800,,,,16108545
Iran,IRN,1950,38.1932,2742,,16510500
Iran,IRN,1958,42.1962,3057,,20266448
Iran,IRN,1959,42.7614,3226,,20846726
Iran,IRN,1960,43.2965,3437,,21470388
Iran,IRN,1970,50.2223,6677,,29145048
Iran,IRN,1980,58.3689,6334,,39842276
Iran,IRN,1990,64.0656,5620,,58380046
Iran,IRN,2000,70.1665,9104.763,,66418621
Iran,IRN,2010,74.3896,17751.33,,77420793
Iran,IRN,2019,76.8549,17400.414,,87051599
Iran,IRN,2020,74.1406,17296.264,,87723397
Iran,IRN,2023,77.6545,,,90608663
Iran,IRN,1800,,,,6000000
Iran,IRN,1850,,,,7506013
Iran,IRN,1900,,,,10122370
Iran,IRN,1910,,,,10967798
Iran,IRN,1918,,,,9531760
Iran,IRN,1920,,,,9455525
Iran,IRN,1930,,,,12691310
Iran,IRN,1940,,,,15178703
Iraq,IRQ,1950,37.3983,2174,,5653309
Iraq,IRQ,1958,48.9844,3974,,6741625
Iraq,IRQ,1959,49.7195,4022,,6870338
Iraq,IRQ,1960,51.4616,4360,,7022010
Iraq,IRQ,1970,60.5323,5536,,9735562
Iraq,IRQ,1980,60.9159,10165,,13591949
Iraq,IRQ,1990,57.5872,3918,,17581160
Iraq,IRQ,2000,64.8603,3649.493,,24424011
Iraq,IRQ,2010,68.0924,10274.33,,31045312
Iraq,IRQ,2019,71.2452,14203.617,,41192120
Iraq,IRQ,2020,69.6506,11717.375,,42116556
Iraq,IRQ,2023,72.3242,,,45074010
Iraq,IRQ,1800,,,,1000000
Iraq,IRQ,1850,,,,1249026
Iraq,IRQ,1900,,,,2399016
Iraq,IRQ,1910,,,,2850254
Iraq,IRQ,1918,,,,3342491
Iraq,IRQ,1920,,,,3459608
Iraq,IRQ,1930,,,,3933814
Iraq,IRQ,1940,,,,4140032
Ireland,IRL,1950,65.5775,5504,,2912607
Ireland,IRL,1958,69.2746,6169,,2853957
Ireland,IRL,1959,69.4236,6437,,2839170
Ireland,IRL,1960,70.1705,6825,,2827644
Ireland,IRL,1970,70.8338,9881,,2961357
Ireland,IRL,1980,72.5362,13614,,3415199
Ireland,IRL,1990,74.8375,18838,,3513969
Ireland,IRL,2000,76.535,38806.5,,3802536
Ireland,IRL,2010,80.5992,48623.81,,4559044
Ireland,IRL,2019,82.4108,59733.91,,4933445
Ireland,IRL,2020,82.3897,55134.855,,4982560
Ireland,IRL,2023,82.4118,,,5196586
Ireland,IRL,1930,,4618,,
Ireland,IRL,1940,,4865,,
Ireland (whole island),,1800,,,,5250000
Ireland (whole island),,1850,,,,6891380
Ireland (whole island),,1900,,,,4424108
Ireland (whole island),,1910,,,,4324569
Ireland (whole island),,1918,,,,4294708
Ireland (whole island),,1920,,,,4192107
Isle of Man,IMN,1950,63.0618,,,55079
Isle of Man,IMN,1958,64.8754,,,50501
Isle of Man,IMN,1959,64.7459,,,49687
Isle of Man,IMN,1960,64.5569,,,48845
Isle of Man,IMN,1970,65.7235,,,55280
Isle of Man,IMN,1980,68.4463,,,64053
Isle of Man,IMN,1990,71.8002,,,68901
Isle of Man,IMN,2000,74.8419,,,75624
Isle of Man,IMN,2010,79.6132,,,83833
Isle of Man,IMN,2019,80.7399,,,83930
Isle of Man,IMN,2020,80.5909,,,84032
Isle of Man,IMN,2023,80.999,,,84139
Isle of Man,IMN,1800,,,,23530
Israel,ISR,1950,69.8613,4490,,1289196
Israel,ISR,1958,68.3862,6550,,1778955
Israel,ISR,1959,68.9186,7175,,1836305
Israel,ISR,1960,69.7535,7433,,1891895
Israel,ISR,1970,71.1575,12913,,2864719
Israel,ISR,1980,73.6825,17508,,3721619
Israel,ISR,1990,78.0385,20829,,4544949
Israel,ISR,2000,79.1797,26058.84,,6111143
Israel,ISR,2010,81.9742,28575.531,,7336682
Israel,ISR,2019,82.9048,33951.89,,8657420
Israel,ISR,2020,82.6997,32730.943,,8800323
Israel,ISR,2023,82.408,,,9256261
Israel,ISR,1800,,,,209954
Israel,ISR,1850,,,,210992
Israel,ISR,1900,,,,359278
Israel,ISR,1910,,,,410239
Israel,ISR,1918,,,,442229
Israel,ISR,1920,,,,455007
Israel,ISR,1930,,,,587972
Israel,ISR,1940,,,,878256
Italy,ITA,1900,41.85,3264,,33332371
Italy,ITA,1910,46.72,3829,,35939804
Italy,ITA,1918,25.82,3856,,36659635
Italy,ITA,1920,45.82,3789,,36967588
Italy,ITA,1930,55.17,4631,,40159184
Italy,ITA,1940,56.95,5099,,43602046
Italy,ITA,1950,65.7249,5582,,46391630
Italy,ITA,1958,68.8543,8544,,48927047
Italy,ITA,1959,69.3067,9011,,49219400
Italy,ITA,1960,69.2074,9430,,49514502
Italy,ITA,1970,71.6296,15492,,53390178
Italy,ITA,1980,74.0518,20959,,56412044
Italy,ITA,1990,76.9936,26003,,57031408
Italy,ITA,2000,79.607,32716.98,,57272155
Italy,ITA,2010,82.1319,34765.938,,60164160
Italy,ITA,2019,83.3423,35407.242,,60130080
Italy,ITA,2020,82.1814,32385.326,,59912714
Italy,ITA,2023,83.7157,,,59499408
Italy,ITA,1850,,2540.5908,,24460960
Italy,ITA,1800,,,,19000000
Jamaica,JAM,1900,37.8,926,,727676
Jamaica,JAM,1910,36.7,,,815621
Jamaica,JAM,1918,26.4,,,857611
Jamaica,JAM,1920,35.4,,,873146
Jamaica,JAM,1930,45.3,,,1024958
Jamaica,JAM,1940,47.6,,,1226097
Jamaica,JAM,1950,56.5614,2115,,1407175
Jamaica,JAM,1958,62.6479,3918,,1608231
Jamaica,JAM,1959,63.2483,4050,,1628191
Jamaica,JAM,1960,63.8275,4230,,1649962
Jamaica,JAM,1970,66.7307,6135,,1878138
Jamaica,JAM,1980,68.9916,4975,,2145615
Jamaica,JAM,1990,71.7047,6035,,2379829
Jamaica,JAM,2000,71.2814,6531.2847,,2607780
Jamaica,JAM,2010,71.9789,7025.93,,2748526
Jamaica,JAM,2019,71.5316,7641.0815,,2823227
Jamaica,JAM,2020,71.4519,6880.4883,,2830686
Jamaica,JAM,2023,71.4789,,,2839729
Jamaica,JAM,1850,,867,,400065
Jamaica,JAM,1800,,,,300000
Japan,JPN,1900,38.6,2123.2505,,44416502
Japan,JPN,1910,39.974,2316.9758,,49880362
Japan,JPN,1920,42.044,2973.9624,,56328237
Japan,JPN,1950,59.2548,3062,,86443232
Japan,JPN,1958,67.0429,5243,,94846910
Japan,JPN,1959,67.4564,5665,,95622923
Japan,JPN,1960,67.718,6354,,96399711
Japan,JPN,1970,72.0073,15484,,106712320
Japan,JPN,1980,76.1408,21404,,118358713
Japan,JPN,1990,78.9928,29949,,123399717
Japan,JPN,2000,81.1788,33210.81,,127027758
Japan,JPN,2010,82.916,35011.402,,128185219
Japan,JPN,2019,84.4177,38332.934,,126699371
Japan,JPN,2020,84.6703,36826.64,,126304487
Japan,JPN,2023,84.7123,,,124370893
Japan,JPN,1800,,1317,,28000000
Japan,JPN,1850,,1436,,32050374
Japan,JPN,1918,,2973.488,,54927094
Japan,JPN,1930,,3334.1082,,64665549
Japan,JPN,1940,,4882.3984,,73591941
Jersey,JEY,1950,69.4202,,,57081
Jersey,JEY,1958,70.4769,,,62348
Jersey,JEY,1959,70.5137,,,62976
Jersey,JEY,1960,70.4896,,,63624
Jersey,JEY,1970,71.1177,,,69629
Jersey,JEY,1980,72.7315,,,76506
Jersey,JEY,1990,76.0873,,,84167
Jersey,JEY,2000,78.4235,,,87800
Jersey,JEY,2010,80.54,,,97069
Jersey,JEY,2019,79.8931,,,102817
Jersey,JEY,2020,79.4471,,,103084
Jersey,JEY,2023,79.7071,,,103634
Jersey,JEY,1800,,,,24420
Jordan,JOR,1950,40.8736,2651,,438759
Jordan,JOR,1958,50.4485,3539,,760778
Jordan,JOR,1959,51.6118,3645,,807562
Jordan,JOR,1960,52.678,3714,,853426
Jordan,JOR,1970,59.8333,3818,,1565120
Jordan,JOR,1980,66.4926,7141,,2234142
Jordan,JOR,1990,70.0935,6044,,3621870
Jordan,JOR,2000,71.9258,7621.841,,5386890
Jordan,JOR,2010,73.7973,11601.088,,7296994
Jordan,JOR,2019,76.8645,9166.066,,10671837
Jordan,JOR,2020,75.5831,8896.383,,10865183
Jordan,JOR,2023,77.8145,,,11439171
Jordan,JOR,1800,,,,200000
Jordan,JOR,1850,,,,296997
Jordan,JOR,1900,,,,254431
Jordan,JOR,1910,,,,273656
Jordan,JOR,1918,,,,204246
Jordan,JOR,1920,,,,196295
Jordan,JOR,1930,,,,233585
Jordan,JOR,1940,,,,246075
Kazakhstan,KAZ,1900,28.1,,,4161983
Kazakhstan,KAZ,1910,30.6,,,4543093
Kazakhstan,KAZ,1950,55.5941,,,6787099
Kazakhstan,KAZ,1958,57.5026,,,8822584
Kazakhstan,KAZ,1959,57.724,,,9122120
Kazakhstan,KAZ,1960,57.9455,,,9429929
Kazakhstan,KAZ,1970,60.049,,,12419012
Kazakhstan,KAZ,1980,62.5155,11899,,15152896
Kazakhstan,KAZ,1990,65.7012,11888,,17154015
Kazakhstan,KAZ,2000,63.793,9309.42,,15501060
Kazakhstan,KAZ,2010,68.2575,19964.53,,16836755
Kazakhstan,KAZ,2019,73.6581,26026.064,,19209498
Kazakhstan,KAZ,2020,71.1952,25124.486,,19482065
Kazakhstan,KAZ,2023,74.4021,,,20330063
Kazakhstan,KAZ,1800,,,,2041282
Kazakhstan,KAZ,1850,,,,2685063
Kazakhstan,KAZ,1918,,,,4874736
Kazakhstan,KAZ,1920,,,,4964613
Kazakhstan,KAZ,1930,,,,5439477
Kazakhstan,KAZ,1940,,,,5959762
Kenya,KEN,1950,36.8642,1038,,5769145
Kenya,KEN,1958,46.4608,1156,,7174750
Kenya,KEN,1959,47.519,1148,,7422694
Kenya,KEN,1960,48.4766,1157,,7695258
Kenya,KEN,1970,54.1427,1458,,11368748
Kenya,KEN,1980,59.1748,1675,,16018415
Kenya,KEN,1990,58.3336,1780,,22892599
Kenya,KEN,2000,56.0836,1914.8864,,30642843
Kenya,KEN,2010,60.9149,2579.531,,41598524
Kenya,KEN,2019,62.9391,3207.2622,,51202787
Kenya,KEN,2020,61.5958,3129.5852,,52217277
Kenya,KEN,2023,63.6459,,,55338953
Kenya,KEN,1910,,733.45624,,3633121
Kenya,KEN,1930,,1122.507,,4167035
Kenya,KEN,1800,,,,2574000
Kenya,KEN,1850,,,,3354404
Kenya,KEN,1900,,,,3950614
Kenya,KEN,1918,,,,3540178
Kenya,KEN,1920,,,,3566429
Kenya,KEN,1940,,,,4808498
Kingdom of Bavaria,,2023,,,,
Kingdom of Sardinia,,2023,,,,
Kingdom of Saxony,,2023,,,,
Kingdom of Wurttemberg,,2023,,,,
Kingdom of the Two Sicilies,,2023,,,,
Kiribati,KIR,1950,45.7212,,,37825
Kiribati,KIR,1958,47.1096,,,44958
Kiribati,KIR,1959,47.5039,,,46016
Kiribati,KIR,1960,47.9579,,,47132
Kiribati,KIR,1970,54.3802,,,57490
Kiribati,KIR,1980,57.3034,,,61135
Kiribati,KIR,1990,61.0184,,,74830
Kiribati,KIR,2000,64.6739,,,88578
Kiribati,KIR,2010,65.8595,,,108675
Kiribati,KIR,2019,65.8663,,,123881
Kiribati,KIR,2020,65.2046,,,126064
Kiribati,KIR,2023,66.4731,,,132494
Kiribati,KIR,1800,,,,17876
Kiribati,KIR,1850,,,,20657
Kiribati,KIR,1900,,,,28664
Kiribati,KIR,1910,,,,30579
Kiribati,KIR,1918,,,,32144
Kiribati,KIR,1920,,,,32455
Kiribati,KIR,1930,,,,34058
Kiribati,KIR,1940,,,,35740
Korea (former),OWID_KRU,2023,,,,
Kosovo,OWID_KOS,1950,43.4968,,,778425
Kosovo,OWID_KOS,1958,48.3212,,,933598
Kosovo,OWID_KOS,1959,48.1127,,,958380
Kosovo,OWID_KOS,1960,48.7022,,,984812
Kosovo,OWID_KOS,1970,54.0023,,,1249516
Kosovo,OWID_KOS,1980,60.2971,,,1604781
Kosovo,OWID_KOS,1990,66.5083,,,1973734
Kosovo,OWID_KOS,2000,71.3212,,,1802435
Kosovo,OWID_KOS,2010,74.6086,,,1788708
Kosovo,OWID_KOS,2019,77.2489,,,1754998
Kosovo,OWID_KOS,2020,74.2118,,,1751372
Kosovo,OWID_KOS,2023,78.0326,,,1699985
Kosovo,OWID_KOS,1800,,,,383800
Kuwait,KWT,1950,49.7371,46031,,153929
Kuwait,KWT,1958,56.8782,47671,,250169
Kuwait,KWT,1959,57.8925,47131,,279488
Kuwait,KWT,1960,58.9212,45929,,311026
Kuwait,KWT,1970,67.9771,48927,,809074
Kuwait,KWT,1980,71.1321,21154,,1504742
Kuwait,KWT,1990,72.854,9757,,1684784
Kuwait,KWT,2000,75.8728,35844.746,,1954668
Kuwait,KWT,2010,77.4995,68865.31,,2943329
Kuwait,KWT,2019,80.0223,73748.44,,4442153
Kuwait,KWT,2020,78.2483,66365.99,,4400103
Kuwait,KWT,2023,80.4047,,,4838724
Kuwait,KWT,1800,,,,81280
Kuwait,KWT,1850,,,,81280
Kuwait,KWT,1900,,,,98794
Kuwait,KWT,1910,,,,105366
Kuwait,KWT,1918,,,,112822
Kuwait,KWT,1920,,,,114746
Kuwait,KWT,1930,,,,124871
Kuwait,KWT,1940,,,,135890
Kyrgyzstan,KGZ,1950,52.0598,,,1751096
Kyrgyzstan,KGZ,1958,54.4666,,,2090799
Kyrgyzstan,KGZ,1959,54.7751,,,2149259
Kyrgyzstan,KGZ,1960,55.0918,,,2215471
Kyrgyzstan,KGZ,1970,58.184,,,3025087
Kyrgyzstan,KGZ,1980,61.5349,5848,,3729325
Kyrgyzstan,KGZ,1990,64.8247,5742,,4459486
Kyrgyzstan,KGZ,2000,65.2419,3246.383,,5025098
Kyrgyzstan,KGZ,2010,67.5214,3977.649,,5491717
Kyrgyzstan,KGZ,2019,70.8907,5412.708,,6493984
Kyrgyzstan,KGZ,2020,69.136,4899.061,,6664099
Kyrgyzstan,KGZ,2023,71.677,,,7073476
Kyrgyzstan,KGZ,1800,,,,530343
Kyrgyzstan,KGZ,1850,,,,697603
Kyrgyzstan,KGZ,1900,,,,1100576
Kyrgyzstan,KGZ,1910,,,,1205653
Kyrgyzstan,KGZ,1918,,,,1296913
Kyrgyzstan,KGZ,1920,,,,1320825
Kyrgyzstan,KGZ,1930,,,,1447162
Kyrgyzstan,KGZ,1940,,,,1585583
Land-locked Developing Countries (LLDC),,1950,39.09,,,
Land-locked Developing Countries (LLDC),,1958,41.0643,,,
Land-locked Developing Countries (LLDC),,1959,42.6672,,,
Land-locked Developing Countries (LLDC),,1960,43.0858,,,
Land-locked Developing Countries (LLDC),,1970,45.9316,,,
Land-locked Developing Countries (LLDC),,1980,48.8674,,,
Land-locked Developing Countries (LLDC),,1990,51.3585,,,
Land-locked Developing Countries (LLDC),,2000,53.9703,,,
Land-locked Developing Countries (LLDC),,2010,60.7308,,,
Land-locked Developing Countries (LLDC),,2019,64.7238,,,
Land-locked Developing Countries (LLDC),,2020,64.5213,,,
Land-locked Developing Countries (LLDC),,2023,66.5899,,,
Laos,LAO,1950,38.9399,697,,1684511
Laos,LAO,1958,41.1771,759,,2027987
Laos,LAO,1959,40.7462,765,,2074447
Laos,LAO,1960,41.0364,771,,2121469
Laos,LAO,1970,43.7756,850,,2669654
Laos,LAO,1980,48.5601,1054,,3292526
Laos,LAO,1990,54.035,1481,,4311910
Laos,LAO,2000,58.3168,2262.2356,,5431174
Laos,LAO,2010,63.6895,4114.0103,,6334146
Laos,LAO,2019,67.9113,6706.0063,,7237589
Laos,LAO,2020,68.3386,6824.144,,7346484
Laos,LAO,2023,68.9637,,,7664955
Laos,LAO,1800,,,,470000
Laos,LAO,1850,,,,624664
Laos,LAO,1900,,,,1378713
Laos,LAO,1910,,,,1272193
Laos,LAO,1918,,,,1087763
Laos,LAO,1920,,,,1046704
Laos,LAO,1930,,,,876948
Laos,LAO,1940,,,,957965
Latin America (Maddison),,1850,,1067.8584,,
Latin America (Maddison),,1900,,1713.7573,,
Latin America (Maddison),,1910,,2189.3704,,
Latin America (Maddison),,1920,,2332.3687,,
Latin America (Maddison),,1930,,2687.6016,,
Latin America (Maddison),,1940,,2984.4153,,
Latin America (Maddison),,1950,,3678.346,,
Latin America (Maddison),,1960,,4698.2524,,
Latin America (Maddison),,1970,,6193.1772,,
Latin America (Maddison),,1980,,8611.507,,
Latin America (Maddison),,1990,,8054.83,,
Latin America (Maddison),,2000,,10132.75,,
Latin America (Maddison),,2010,,13356.442,,
Latin America (Maddison),,2019,,13957.887,,
Latin America (Maddison),,2020,,12865.496,,
Latin America and the Caribbean,,1950,48.6817,,,
Latin America and the Caribbean,,1958,53.5458,,,
Latin America and the Caribbean,,1959,54.1052,,,
Latin America and the Caribbean,,1960,54.6888,,,
Latin America and the Caribbean,,1970,58.5446,,,
Latin America and the Caribbean,,1980,63.292,,,
Latin America and the Caribbean,,1990,67.3629,,,
Latin America and the Caribbean,,2000,70.8137,,,
Latin America and the Caribbean,,2010,73.2202,,,
Latin America and the Caribbean,,2019,75.2559,,,
Latin America and the Caribbean,,2020,73.2712,,,
Latin America and the Caribbean,,2023,75.6915,,,
Latin America and the Caribbean (UN),,1950,,,,167782114
Latin America and the Caribbean (UN),,1958,,,,207597349
Latin America and the Caribbean (UN),,1959,,,,213338372
Latin America and the Caribbean (UN),,1960,,,,219267827
Latin America and the Caribbean (UN),,1970,,,,285740887
Latin America and the Caribbean (UN),,1980,,,,360493120
Latin America and the Caribbean (UN),,1990,,,,441884599
Latin America and the Caribbean (UN),,2000,,,,521323287
Latin America and the Caribbean (UN),,2010,,,,588907808
Latin America and the Caribbean (UN),,2019,,,,642195479
Latin America and the Caribbean (UN),,2020,,,,646729346
Latin America and the Caribbean (UN),,2023,,,,658891468
Latvia,LVA,1950,64.5724,,,1918675
Latvia,LVA,1958,68.899,,,2063251
Latvia,LVA,1959,69.5231,,,2096937
Latvia,LVA,1960,70.3316,,,2131119
Latvia,LVA,1970,70.2372,,,2357511
Latvia,LVA,1980,69.1171,13739,,2511701
Latvia,LVA,1990,69.4572,15806,,2660082
Latvia,LVA,2000,70.1755,11309.74,,2368275
Latvia,LVA,2010,73.0285,17140.227,,2097787
Latvia,LVA,2019,75.6278,25858.602,,1914220
Latvia,LVA,2020,75.4781,25453.064,,1901069
Latvia,LVA,2023,76.1898,,,1882336
Latvia,LVA,1800,,,,590588
Latvia,LVA,1850,,,,962199
Latvia,LVA,1900,,,,2148646
Latvia,LVA,1910,,,,2450389
Latvia,LVA,1918,,,,1945275
Latvia,LVA,1920,,,,1860798
Latvia,LVA,1930,,,,1875135
Latvia,LVA,1940,,,,1921871
Least developed countries,,1950,36.4666,,,
Least developed countries,,1958,39.4531,,,
Least developed countries,,1959,40.4919,,,
Least developed countries,,1960,40.8467,,,
Least developed countries,,1970,43.0719,,,
Least developed countries,,1980,47.7476,,,
Least developed countries,,1990,50.4535,,,
Least developed countries,,2000,54.8503,,,
Least developed countries,,2010,60.5691,,,
Least developed countries,,2019,64.6371,,,
Least developed countries,,2020,64.5925,,,
Least developed countries,,2023,66.3514,,,
Lebanon,LBN,1950,59.8999,3872,,1349304
Lebanon,LBN,1958,61.2251,5510,,1693504
